StudyID,Correlation,Directionality (positive or negative - because excel thinks I want to calculate something if I start with minus sign),SignificanceLevel<than,Nonsignificant,N,Variable1,Measure1,Variable2,Measure2,Same_variable,Type_Same,InPaper (as opposed to supplementary material),"InTable (1 in table, 0 in text)","type_p(1: p=, 2: p<, 3: p>)",MainCor,corr_Type(when different),ProvisionallySuspicious,Corr_Comments,N as range
31,.514,P,0.05,,2137,child numeracy domain score,,child executive function domain score,,,,1,1,2,,,,,
31,.484,P,0.05,,2137,child literacy domain score,,child executive function domain score,,,,1,1,2,,,,,
31,.436,P,0.05,,2137,child motor domain score,,child executive function domain score,,,,1,1,2,,,,,
31,.421,P,0.05,,2137,child social-emotional domain score,,child executive function domain score,,,,1,1,2,,,,,
31,.252,N,,1,2137,household wealth,,child age,,,,1,1,2,,,,,
31,.207,N,,1,2137,caregiver education,,child age,,,,1,1,2,,,,,
31,.072,N,,1,2137,at home stimulation,,child age,,,,1,1,2,,,,,
31,.202,N,,1,2137,school involvement,,child age,,,,1,1,2,,,,,
31,.060,N,,1,2137,number of books in the home,,child age,,,,1,1,2,,,,,
31,.408,P,0.05,,2137,child numeracy domain score,,child age,,,,1,1,2,,,,,
31,.319,P,0.05,,2137,child literacy domain score,,child age,,,,1,1,2,,,,,
31,.424,P,0.05,,2137,child motor domain score,,child age,,,,1,1,2,,,,,
31,.276,P,0.05,,2137,child social-emotional domain score,,child age,,,,1,1,2,,,,,
31,.265,P,0.05,,2137,child executive function domain score,,child age,,,,1,1,2,,,,,
32,.75,P,0.001,,1524,sibling aggression,"MAP-DB (Wakschlag et al., 2014)",peer aggression,"MAP-DB (Wakschlag et al., 2014)",,,1,0,2,1,,,,
33,.226,P,0.039,,2349,maternal intolerance,"parent's self-reported intolerance (Makkonen et al., 1981)",offspring genes,,,,1,1,1,1,h2 gene-environment correlation,,,
33,.214,P,0.048,,2367,parenting scales combined,,offspring genes,,,,1,1,1,1,h2 - gene environment correlation,,,
33,.088,P,.243,1,2362,emotional warmth,"parent's self-reported warmth (Makkonen et al., 1981)",offspring genes,,,,1,1,1,1,h2 - gene environment correlation,,,
33,.095,P,.286,1,1741,emotional warmth corrected for temperament,,offspring genes,,,,1,1,1,1,h2 - gene environment correlation,,,
33,.202,P,.121,1,1733,maternal intolerance corrected for temperament,,offspring genes,,,,1,1,1,1,h2 gene-environment correlation,,,
33,.161,P,.167,1,1745,parenting scales combined,,offspring genes,,,,1,1,1,1,h2 - gene environment correlation,,,
33,.202,P,.150,1,1377,offspring emotional warmth,"self-reported emotional warmth (Makkonen et al., 1981)",offspring genes,,,,1,1,1,1,h2 - gene environment correlation,,,
33,.000,P,.500,1,1378,offspring intolerance,"self-reported intolerance (Makkonen et al., 1981)",offspring genes,,,,1,1,1,1,h2 - gene environment correlation,,,
33,.062,P,.381,1,1378,parenting scales combined,,offspring genes,,,,1,1,1,1,h2 gene-environment correlation,,,
34,.33,P,0.001,,1454,reading,,IQ,"German
version of the Culture Fair Intelligence Test (Weiß, 2006)",,,1,1,1,,,,hypothesis related to corr not very clear,
34,.36,P,0.001,,1454,spelling,"The standardised spelling test (M€uller, 2004)",IQ,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.28,P,0.001,,1454,addition,"Three subtests (addition, subtraction,
and multiplication) of a standardised arithmetic fluency
test were administered (Haffner, Baro, Parzer, & Resch, 2005)",IQ,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.34,P,0.001,,1454,subtraction,"Three subtests (addition, subtraction,
and multiplication) of a standardised arithmetic fluency
test were administered (Haffner, Baro, Parzer, & Resch, 2005)",IQ,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.30,P,0.001,,1454,multiplication,"Three subtests (addition, subtraction,
and multiplication) of a standardised arithmetic fluency
test were administered (Haffner, Baro, Parzer, & Resch, 2005)",IQ,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.17,P,0.001,,1454,symbolic MC,,IQ,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.24,P,0.001,,1454,nonsymbolic MC,,IQ,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.60,P,0.001,,1454,spelling,,reading,"standardised reading fluency test (Wimmer
& Mayringer, 2014)",,,1,1,1,,,,hypothesis related to corr not very clear,
34,.44,P,0.001,,1454,addition,,reading,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.43,P,0.001,,1454,subtraction,,reading,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.43,P,0.001,,1454,multiplication,,reading,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.27,P,0.001,,1454,symbolic MC,"An adapted version
of the ‘Two-Minute Paper-and-Pencil Test of Symbolic and
Nonsymbolic Numerical Magnitude Processing’ (Nosworthy
et al., 2013)",reading,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.19,P,0.001,,1454,nonsymbolic MC,"Participants
had to compare pairs of dot patterns ranging from 5 to 21
dots with a mean of 12 dots and a mean ratio of .62",reading,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.40,P,0.001,,1454,addition,,spelling,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.44,P,0.001,,1454,subtraction,,spelling,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.47,P,0.001,,1454,multiplication,,spelling,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.12,P,0.001,,1454,symbolic MC,,spelling,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.06,P,0.05,,1454,nonsymbolic MC,,spelling,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.77,P,0.001,,1454,subtraction,,addition,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.65,P,0.001,,1454,multiplication,,addition,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.39,P,0.001,,1454,symbolic MC,,addition,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.29,P,0.001,,1454,nonsymbolic MC,,addition,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.70,P,0.001,,1454,multiplication,,subtraction,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.32,P,0.001,,1454,symbolic MC,,subtraction,,,,1,1,1,1,,,hypothesis related to corr not very clear,
34,.21,P,0.001,,1454,nonsymbolic MC,,subtraction,,,,1,1,1,1,,,hypothesis related to corr not very clear,
34,.26,P,0.001,,1454,symbolic MC,,multiplication,,,,1,1,1,1,,,hypothesis related to corr not very clear,
34,.16,P,0.001,,1454,nonsymbolic MC,,multiplication,,,,1,1,1,1,,,hypothesis related to corr not very clear,
34,.56,P,0.001,,1454,nonsymbolic MC,,symbolic MC,,,,1,1,1,,,,hypothesis related to corr not very clear,
34,.54,P,NA,,1454,literacy,,arithmetic skills,,,,1,0,0,,,,hypothesis related to corr not very clear,
34,.20,P,NA,,1454,literacy,,basic number processing skills,,,,1,0,0,,,,hypothesis related to corr not very clear,
34,.34,P,NA,,1454,arithmetic skills,,basic number processing skills,,,,1,0,0,1,,,hypothesis related to corr not very clear,
34,.47,P,NA,,1454,literacy (controlling for IQ),,arithmetic skills (controlling for IQ),,,,1,0,0,,,,hypothesis related to corr not very clear,
34,.12,P,NA,,1454,literacy (controlling for IQ),,basic number processing skills (controlling for IQ),,,,1,0,0,,,,hypothesis related to corr not very clear,
34,.29,P,NA,,1454,arithmetic skills (controlling for IQ),,basic number processing skills (controlling for IQ),,,,1,0,0,1,,,hypothesis related to corr not very clear,
35,.15,P,0.02,,466,SEQ auditory,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R self injury T1,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,0,2,,Spearman's rho,,hyp explorative,
35,.38,P,0.02,,466,SEQ tactile,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R ritual T1,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,0,2,,Spearman's rho,,hyp explorative,
35,.20,P,0.003,,466,SEQ auditory T2,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R self injury T2,,,,1,0,2,,Spearman's rho,,hyp explorative,
35,.42,P,0.003,,466,SEQ tactile T2,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R stereotypical T2,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,0,2,,Spearman's rho,,hyp explorative,
35,0.13,P,0.07,1,466,SEQ sensory,,ADOS,,,,1,0,2,,Spearman's rho,,hyp explorative,
35,0.23,P,0.07,1,466,SEQ visual,,ADOS,,,,1,0,2,,Spearman's rho,,hyp explorative,
35,0.21,N,0.13,1,466,vineland II socialization,,hyperresponsivity,,,,1,0,1,,Pearson,,hyp explorative,
35,0.25,N,0.07,1,466,vineland II socialization,,tactile modality score,,,,1,0,1,,Pearson,,hyp explorative,
35,.31,P,0.05,,74,SEQ hyper,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R stereotypical T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.38,P,0.01,,74,SEQ hypo,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R stereotypical T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.28,P,0.05,,74,SEQ seeking,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R stereotypical T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.10,P,,1,74,SEQ auditory,,RBS-R stereotypical T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.36,P,0.01,,74,SEQ tactile,,RBS-R stereotypical T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.36,P,0.01,,74,SEQ visual,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",RBS-R stereotypical T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.27,P,0.05,,74,SEQ hyper,,RBS-R self-injury T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.03,P,,1,74,SEQ hypo,,RBS-R self-injury T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.24,P,,1,74,SEQ seeking,,RBS-R self-injury T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.18,P,,1,74,SEQ auditory,,RBS-R self-injury T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.25,P,0.05,,74,SEQ tactile,,RBS-R self-injury T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.03,P,,1,74,SEQ visual,,RBS-R self-injury T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.45,P,0.001,,74,SEQ hyper,,RBS-R ritual T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.41,P,0.01,,74,SEQ hypo,,RBS-R ritual T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.17,P,,1,74,SEQ seeking,,RBS-R ritual T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.15,P,,1,74,SEQ auditory,,RBS-R ritual T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.42,P,0.01,,74,SEQ tactile,,RBS-R ritual T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.46,P,0.001,,74,SEQ visual,,RBS-R ritual T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.30,P,0.05,,74,SEQ hyper,,RBS-R restricted T1,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.30,P,0.05,,74,SEQ hypo,,RBS-R restricted T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.25,P,0.05,,74,SEQ seeking,,RBS-R restricted T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.18,P,,1,74,SEQ auditory,,RBS-R restricted T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.28,P,0.05,,74,SEQ tactile,,RBS-R restricted T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.37,P,0.01,,74,SEQ visual,,RBS-R restricted T1,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.27,P,0.05,,74,SEQ hyper,,RBS-R steretypical T2,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.33,P,0.05,,74,SEQ hypo,,RBS-R steretypical T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.55,P,0.001,,74,SEQ seeking,,RBS-R steretypical T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.40,P,0.01,,74,SEQ auditory,,RBS-R steretypical T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.23,P,,1,74,SEQ tactile,,RBS-R steretypical T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.53,P,0.001,,74,SEQ visual,,RBS-R steretypical T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.25,P,0.05,,74,SEQ hyper,,RBS-R self-injury T2,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.18,P,,1,74,SEQ hypo,,RBS-R self-injury T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.43,P,0.01,,74,SEQ seeking,,RBS-R self-injury T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.28,P,0.05,,74,SEQ auditory,,RBS-R self-injury T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.36,P,0.01,,74,SEQ tactile,,RBS-R self-injury T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.19,P,,1,74,SEQ visual,,RBS-R self-injury T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.48,P,0.001,,74,SEQ hyper,,RBS-R ritual T2,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.46,P,0.001,,74,SEQ hypo,,RBS-R ritual T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.42,P,0.01,,74,SEQ seeking,,RBS-R ritual T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.28,P,0.05,,74,SEQ auditory,,RBS-R ritual T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.46,P,0.001,,74,SEQ tactile,,RBS-R ritual T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.60,P,0.001,,74,SEQ visual,,RBS-R ritual T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.53,P,0.001,,74,SEQ hyper,,RBS-R restricted T2,"Repetitive behavior scale – revised. (RBS-R; Bodfish,
Symons, Parker, & Lewis, 2000).",,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.38,P,0.01,,74,SEQ hypo,,RBS-R restricted T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.34,P,0.01,,74,SEQ seeking,,RBS-R restricted T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.23,P,,1,74,SEQ auditory,,RBS-R restricted T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.43,P,0.01,,74,SEQ tactile,,RBS-R restricted T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.54,P,0.001,,74,SEQ visual,,RBS-R restricted T2,,,,1,1,2,,Spearman's rho,,"could also be N=331, hyp explorative",
35,.51,N,0.001,,466,vineland II socialization,"Vineland adaptive behavior scales-II. (Vineland-II; Sparrow,
Balla, & Cicchetti, 2005).",SEQ,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",,,1,0,2,,Pearson,,hyp explorative,
35,.48,N,0.001,,466,vineland II socialization,,hyperresponsivity,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",,,1,0,2,,Pearson,,hyp explorative,
35,.42,N,0.002,,466,vineland II socialization,,hyporesponsivity,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",,,1,0,1,,Pearson,,hyp explorative,
35,.33,N,0.015,,466,vineland II socialization,,sensory seeking,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",,,1,0,1,,Pearson,,hyp explorative,
35,.29,N,0.04,,466,vineland II socialization,,auditory modality score,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",,,1,0,1,,Pearson,,hyp explorative,
35,.53,N,0.001,,466,vineland II socialization,,tactile modality score,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",,,1,0,2,,Pearson,,hyp explorative,
35,.45,N,0.001,,466,vineland II socialization,,visual modality score,"Sensory experiences questionnaire, version 2.1. (SEQ; Baranek
et al., 2006).",,,1,0,1,,Pearson,,hyp explorative,
35,.46,N,0.001,,466,vineland II communication,"Vineland adaptive behavior scales-II. (Vineland-II; Sparrow,
Balla, & Cicchetti, 2005).",SEQ,,,,1,0,1,,Pearson,,hyp explorative,
35,.42,N,0.002,,466,vineland II communication,,hyporesponsivity,,,,1,0,1,,Pearson,,hyp explorative,
35,.41,N,0.002,,466,vineland II communication,,sensory seeking,,,,1,0,1,,Pearson,,hyp explorative,
35,.40,N,0.003,,466,vineland II communication,,auditory modality score,,,,1,0,1,,Pearson,,hyp explorative,
35,.55,N,0.001,,466,vineland II communication,,visual modality score,,,,1,0,2,,Pearson,,hyp explorative,
35,.18,N,0.012,,466,MSEL ELC T2,"Mullen scales of early learning. (Mullen, 1995)",SEQ sensory seeking,,,,1,0,1,,Pearson,,hyp explorative,
35,.22,N,0.002,,466,MSEL ELC T2,,visual modality score,,,,1,0,1,,Pearson,,hyp explorative,
35,.14,N,NA,,466,vineland II motor,"Vineland adaptive behavior scales-II. (Vineland-II; Sparrow,
Balla, & Cicchetti, 2005).",hyporesponsivity,,,,1,0,0,,Pearson,,hyp explorative,
35,.24,N,NA,,466,vineland II ABC,"Vineland adaptive behavior scales-II. (Vineland-II; Sparrow,
Balla, & Cicchetti, 2005).",hyporesponsivity,,,,1,0,0,,Pearson,,hyp explorative,
35,.17,N,NA,,466,vineland II communication,,SEQ,,,,1,0,0,,Pearson,,hyp explorative,
35,.25,N,NA,,466,vineland II ABC,,visual modality score,,,,1,0,0,,Pearson,,hyp explorative,
35,.19,N,0.007,,466,vineland II ABC,,hyperresponsivity,,,,1,0,2,,Pearson,,hyp explorative,
35,.19,N,0.007,,466,vineland II motor,,hyperresponsivity,,,,1,0,2,,Pearson,,hyp explorative,
35,.19,N,0.007,,466,vineland II socialization,,hyperresponsivity,,,,1,0,2,,Pearson,,hyp explorative,
35,.17,N,0.02,,466,vineland II socialization,,sensory seeking,,,,1,0,1,,Pearson,,hyp explorative,
35,.31,P,0.05,,74,SEQ hyper,,RBS-R stereotypical T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=331",
35,.39,P,0.01,,74,SEQ hypo,,RBS-R stereotypical T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=332",
35,.26,P,0.05,,74,SEQ seeking,,RBS-R stereotypical T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=333",
35,.07,P,,1,74,SEQ auditory,,RBS-R stereotypical T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=334",
35,.33,P,0.05,,74,SEQ tactile,,RBS-R stereotypical T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=335",
35,.41,P,0.01,,74,SEQ visual,,RBS-R stereotypical T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=336",
35,.28,P,0.05,,74,SEQ hyper,,RBS-R self-injury T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=337",
35,.02,P,,1,74,SEQ hypo,,RBS-R self-injury T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=338",
35,.21,P,,1,74,SEQ seeking,,RBS-R self-injury T1,,,,0,1,2,,Spearman's rho,,"partial spearman correlations controlling for Mullen Early Learning Composite standard scores, hyp explorative

could also be N=339",
